Wavenumber (cm^-1)	Intensity profile for Laser = Block Engineering LaserTune LT-OEM [Q0252] - Block Engineering LaserTune LT-OEM [Q0252]: PiF (V)
903	1.30447744128736e-4
904	1.38001923528446e-4
905	1.42961753495088e-4
906	1.29062485000226e-4
907	1.36392312649775e-4
908	1.34726990262676e-4
909	1.26362735416076e-4
910	1.1356715707469e-4
911	1.47299722570345e-4
912	1.29389225468581e-4
913	1.32987887769818e-4
914	1.19194019426039e-4
915	1.39811794694173e-4
916	1.27513102779317e-4
917	1.33158033727994e-4
918	1.1027716664448e-4
919	1.43577591520697e-4
920	1.26802404617734e-4
921	1.2511299076753e-4
922	1.35680108771748e-4
923	1.02981970473143e-4
924	1.17349516782099e-4
925	1.15730871604765e-4
926	1.2231988676385e-4
927	1.29946340552873e-4
928	1.04313023809668e-4
929	1.48320598319399e-4
930	1.38503327104309e-4
931	1.24528772787245e-4
932	1.15361971075977e-4
933	1.17519662740275e-4
934	1.25499959893646e-4
935	1.0751417696968e-4
936	1.24339052515297e-4
937	1.18804038867034e-4
938	1.20114012173342e-4
939	1.14219132294956e-4
940	1.07676794345636e-4
941	9.22447065107491e-5
942	8.23777466530057e-5
943	1.16589129977863e-4
944	1.00581858461356e-4
945	9.2426898200477e-5
946	7.14116137911186e-5
947	8.70876276899386e-5
948	7.46308355484596e-5
949	8.41936406845086e-5
950	9.43677666968346e-5
951	8.706203051039e-5
952	8.91700335320352e-5
953	9.39672461227221e-5
954	7.95996998137661e-5
955	8.41755720871802e-5
956	7.96448713070871e-5
957	7.56125626699686e-5
958	8.34979996873657e-5
959	1.05604928518648e-4
960	8.68677930891099e-5
961	1.07795745944714e-4
962	1.03932077549328e-4
963	1.06017494824312e-4
964	8.07696414907792e-5
965	8.49690846531852e-5
966	8.11400477360111e-5
967	8.80226776016827e-5
968	7.61561263062643e-5
969	8.0760607192115e-5
970	8.04233267086518e-5
971	6.60452403845876e-5
972	9.05477640783248e-5
973	7.72914365050646e-5
974	5.89141673056507e-5
975	7.59739346165364e-5
976	7.17699743047983e-5
977	8.40581262045457e-5
978	8.24199067134385e-5
979	6.16109054569125e-5
980	7.48190501039636e-5
981	7.24972353472659e-5
982	8.47070899919236e-5
983	7.23376294041985e-5
985	6.205057465857e-5
986	3.26243581928473e-5
987	6.13233136161024e-5
988	4.76393625727371e-5
989	4.21630718657917e-5
990	5.63574607836839e-5
991	4.36100653685067e-5
992	4.15306709592982e-5
993	6.37098741798935e-5
994	4.88559814595152e-5
995	5.30177817108204e-5
996	5.5195047688891e-5
997	5.2114351844401e-5
998	4.49877959147963e-5
999	6.48572301102461e-5
1000	5.05529238919395e-5
1001	3.19422686437006e-5
1002	4.84388980045182e-5
1003	5.92966192824349e-5
1004	5.08661129122982e-5
1005	7.54002566513601e-5
1006	4.6002648798074e-5
1007	6.02738292546119e-5
1008	6.43437808028311e-5
1009	6.87449899687374e-5
1010	5.45626467823975e-5
1011	6.31452305133814e-5
1012	4.89056701021682e-5
1013	7.49154159563817e-5
1014	6.64487723915882e-5
1015	6.99028859141983e-5
1016	6.20852061367827e-5
1017	6.37023455976734e-5
1018	7.95244139915645e-5
1019	6.27477213721569e-5
1020	6.28049385970301e-5
1021	6.81878748844455e-5
1022	5.22107176968191e-5
1023	6.54429538069747e-5
1024	8.05422783077303e-5
1025	8.612848631509e-5
1026	7.29414216982554e-5
1027	7.36445912776185e-5
1028	7.33675394519165e-5
1029	6.55649168389413e-5
1030	8.59222031622576e-5
1031	5.27136269891258e-5
1032	5.19818487973262e-5
1033	6.57124770504565e-5
1034	5.11913476642092e-5
1035	5.92815621179946e-5
1036	4.86587326053469e-5
1037	5.99802145480256e-5
1038	3.83219892170654e-5
1039	5.25751010762749e-5
1040	6.82270235119903e-5
1041	4.88906129377279e-5
1042	6.08309443389038e-5
1043	5.91475533544757e-5
1044	5.70440674821627e-5
1045	4.82190634036895e-5
1046	6.48090471840371e-5
1047	4.19613058622914e-5
1048	5.95857168396891e-5
1049	4.63158378184327e-5
1050	4.78727486215621e-5
1051	5.73030507105362e-5
1052	4.34278736787788e-5
1053	4.55795424773009e-5
1054	4.50781389014382e-5
1055	4.94808537837885e-5
1056	6.62319492236476e-5
1057	4.61140718149324e-5
1058	5.87786528256878e-5
1059	4.31613618681851e-5
1060	4.81513061637081e-5
1061	4.54831766248829e-5
1062	5.01960690947039e-5
1063	3.43258177746037e-5
1064	4.65687981810301e-5
1065	5.12485648890824e-5
1066	5.03044806786742e-5
1067	3.75149252030641e-5
1068	4.44050836509558e-5
1069	3.56945140222291e-5
1070	4.40467231372761e-5
1071	2.85197751664153e-5
1072	4.6514592389045e-5
1073	3.77964941780981e-5
1074	4.89960130888102e-5
1075	4.46640668793293e-5
1076	5.00454974503007e-5
1077	4.82341205681298e-5
1078	4.27397612638561e-5
1079	3.4897990023336e-5
1080	4.34414251267751e-5
1081	3.4804635603806e-5
1082	3.78883428811841e-5
1083	4.68578957382843e-5
1084	3.22208261858466e-5
1085	4.46128725202322e-5
1086	3.70541759711902e-5
1087	2.2162640339711e-5
1088	2.76735625248691e-5
1089	3.85749495796628e-5
1090	2.7060735932148e-5
1091	2.55414680401194e-5
1092	3.38093570343007e-5
1093	1.54155249540024e-5
1094	2.57838883876086e-5
1095	2.06102466859137e-5
1096	2.00862573633905e-5
1097	3.17691112526369e-5
1098	3.75043851879558e-5
1099	3.39704686938121e-5
1100	2.13344962954933e-5
1101	1.67646468878553e-5
1102	4.16601625734849e-5
1103	3.59836115794833e-5
1104	2.88826528294271e-5
1105	3.89272872275663e-5
1106	4.60463145749509e-5
1107	3.26529668052839e-5
1108	4.31357646886366e-5
1109	2.91928304168977e-5
1110	4.10352902492115e-5
1111	2.63876806816656e-5
1112	2.91672332373492e-5
1113	4.64513522983956e-5
1114	3.68313299374734e-5
1115	2.76585053604288e-5
1116	3.24286150551231e-5
1117	4.50992189316546e-5
1118	3.96440082549257e-5
1119	3.34690651179494e-5
1120	3.74260879328662e-5
1121	4.29791701784572e-5
1122	3.94874137447464e-5
1123	4.76423740056251e-5
1124	2.70577244992599e-5
1125	2.70185758717151e-5
1126	2.2115963129946e-5
1127	4.41129746608135e-5
1128	3.17811569841892e-5
1129	3.9285647741246e-5
1130	4.52452734267258e-5
1131	5.11100389762315e-5
1132	3.39373429320434e-5
1133	4.56984940763795e-5
1134	4.39699315986304e-5
1135	3.49281043522166e-5
1136	3.71219332111717e-5
1137	5.14518366090268e-5
1138	2.28793613670704e-5
1139	3.64970608868983e-5
1140	1.99055713901066e-5
1141	4.60794403367196e-5
1142	3.1865477105055e-5
1143	5.29304501570665e-5
1144	3.84770780108007e-5
1145	4.53416392791438e-5
1146	5.51830019573388e-5
1147	4.68578957382843e-5
1148	3.53963821663107e-5
1149	4.05850810324459e-5
1150	4.88665214746234e-5
1151	4.43614178740788e-5
1152	3.65347037979991e-5
1153	3.68509042512458e-5
1154	3.56342853644678e-5
1155	5.74460937727193e-5
1156	4.73833907772516e-5
1157	5.6873921523987e-5
1158	3.69743729996565e-5
1159	4.68172413942955e-5
1160	4.49185329583708e-5
1161	6.0044960355119e-5
1162	5.72217420225585e-5
1163	3.14529107993901e-5
1164	3.45531809576526e-5
1165	6.66460212457565e-5
1166	5.45084409904123e-5
1167	3.94166450718768e-5
1168	4.84780466320631e-5
1169	5.75168624455888e-5
1170	5.50670617911483e-5
1171	7.72673450419601e-5
1172	4.81332375663797e-5
1173	6.91515334086262e-5
1174	6.6296695030741e-5
1175	7.35015482154354e-5
1176	6.49987674559851e-5
1177	4.72840134919455e-5
1178	5.77728342410743e-5
1179	6.44416523716932e-5
1180	5.25615496282786e-5
1181	5.91505647873638e-5
1182	5.4866801504092e-5
1183	5.29635759188352e-5
1184	5.40627489229788e-5
1185	5.92273563260095e-5
1186	5.6408655142781e-5
1187	5.51137390009133e-5
1188	5.62776578121502e-5
1189	6.29299130618848e-5
1190	4.86677669040111e-5
1191	6.09875388490832e-5
1192	6.84468581128191e-5
1193	6.03807351221382e-5
1194	4.87852127866456e-5
1195	5.70756875274873e-5
1196	5.92604820877782e-5
1197	6.88503901198197e-5
1198	4.8756604174209e-5
1199	5.60743860922059e-5
1200	4.92399391527434e-5
1201	5.64779180992065e-5
1202	5.51860133902268e-5
1203	4.32893477659278e-5
1204	4.91992848087545e-5
1205	3.80780631531321e-5
1206	5.02367234386927e-5
1207	3.73628478422168e-5
1208	3.91365818132868e-5
1209	4.76137653931885e-5
1210	5.4958650207178e-5
1211	5.18960229600163e-5
1212	4.33706564539056e-5
1213	6.28124671792503e-5
1214	4.81513061637081e-5
1215	3.51509503859334e-5
1216	3.27960098674669e-5
1217	4.61998976522422e-5
1218	4.80715031921743e-5
1219	4.24190436612772e-5
1220	3.6203446180312e-5
1221	5.70244931683902e-5
1222	4.18619285769852e-5
1223	4.36808340413762e-5
1224	4.10970246234169e-5
1225	5.83977065653477e-5
1226	5.45521067672893e-5
1227	2.00802344976144e-5
1228	4.21525318506835e-5
1229	3.03145891677017e-5
1230	4.31493161366328e-5
1231	4.26328553963298e-5
1232	2.82562747887096e-5
1233	3.84529865476962e-5
1234	4.29294815358041e-5
1235	2.62175347234899e-5
1236	3.53602449716539e-5
1237	3.44116436119136e-5
1238	2.16567196145162e-5
1239	2.77548712128469e-5
1240	3.47338669309365e-5
1241	4.05564724200093e-5
1242	3.84815951601328e-5
1243	4.40964117799291e-5
1244	5.22438434585878e-5
1245	6.35066024599492e-5
1246	5.53124935715255e-5
1247	5.78134885850631e-5
1248	5.66811898191509e-5
1249	6.74756710064182e-5
1250	8.08810645076376e-5
1251	8.53997195561784e-5
1252	9.31902964376014e-5
1253	1.00307818068542e-4
1254	7.96508941728632e-5
1255	8.33097851318616e-5
1256	9.03565380899327e-5
1257	8.70876276899386e-5
1258	1.03129530684658e-4
1259	9.97205886553694e-5
1260	7.38117258029061e-5
1261	1.02658241437676e-4
1262	8.32224535781078e-5
1263	1.16242815195736e-4
1264	1.12737507314028e-4
1265	1.21318585328568e-4
1266	1.10635527158159e-4
1267	1.15249042342674e-4
1268	1.07956857604226e-4
1269	1.07342525295061e-4
1270	1.31412908369361e-4
1271	1.15429728315958e-4
1272	1.18334255336496e-4
1273	1.1755881136782e-4
1274	1.14256775206057e-4
1275	1.03135553550435e-4
1276	1.16801435996471e-4
1277	1.16185597970862e-4
1278	1.21061107816639e-4
1279	9.68070273361669e-5
1280	1.20232963772421e-4
1281	1.19788777421432e-4
1282	1.10831270295884e-4
1283	1.08486869792525e-4
1284	1.09771245919285e-4
1285	1.18027089181914e-4
1286	1.14295923833602e-4
1287	1.00732430105759e-4
1288	1.05528136980002e-4
1289	1.11618759996112e-4
1290	1.16774333100479e-4
1291	1.24536301369465e-4
1292	1.13844208900392e-4
1293	1.07907168961573e-4
1294	1.11730183012971e-4
1295	1.15571265661697e-4
1296	1.20251032369749e-4
1297	1.06782398777881e-4
1298	1.14339589610479e-4
1299	9.92643565728276e-5
1300	9.11922107163706e-5
1301	9.7231639373384e-5
1302	9.28515102376941e-5
1303	9.43798124283869e-5
1304	1.03706220082723e-4
1305	8.03932123797711e-5
1306	9.66474213930995e-5
1307	9.49881218717759e-5
1308	9.61324663692405e-5
1309	8.83960952798026e-5
1310	9.76065627679481e-5
1311	7.83725409118798e-5
1312	8.28294615862153e-5
1313	7.64286609826341e-5
1314	8.60230861640078e-5
1315	9.13563338087701e-5
1316	9.47788272860555e-5
1317	9.45469469536745e-5
1318	7.46579384444522e-5
1319	7.0961404574353e-5
1320	6.46599812560779e-5
1321	7.17037227812609e-5
1322	7.21539319980265e-5
1323	6.67905700243836e-5
1324	6.63945665996031e-5
1325	3.9656053986478e-5
1326	5.84669695217731e-5
1327	6.95445254005186e-5
1328	7.79690089048791e-5
1329	6.53616451189969e-5
1330	6.25745639810932e-5
1331	7.86842242157945e-5
1332	9.05236726152203e-5
1333	8.24560439080953e-5
1334	7.63202493986638e-5
1335	8.44074524195612e-5
1336	8.56240713063392e-5
1337	5.98868601284956e-5
1338	5.63905865454526e-5
1339	5.99862374138017e-5
1340	7.06692955842107e-5
1341	5.98040457240738e-5
1342	5.30087474121562e-5
1343	4.18724685920935e-5
1344	5.67399127604681e-5
1345	5.14217222801461e-5
1346	5.63002435588107e-5
1347	5.75349310429172e-5
1349	2.63741292336693e-5
1350	3.83189777841773e-5
1351	3.69276957898915e-5
1352	5.56663369358731e-5
1353	3.14197850376214e-5
1354	4.16767254543693e-5
1355	4.48161442401766e-5
1356	3.9845774258426e-5
1357	4.87912356524218e-5
1358	4.71274189817661e-5
1359	4.44577837264969e-5
1360	5.3606516840437e-5
1361	5.59192972984705e-5
1362	5.7247339202107e-5
1363	4.77357284251551e-5
1364	5.21279032923973e-5
1365	6.66565612608647e-5
1366	6.83128493493002e-5
1367	5.59509173437952e-5
1368	5.56934398318657e-5
1369	6.35638196848224e-5
1370	6.53797137163253e-5
1371	7.68367101389669e-5
1372	6.32476192315756e-5
1373	5.16069254027621e-5
1374	5.58394943269368e-5
1375	6.89678360024542e-5
1376	6.28335472094667e-5
1377	8.09066616871861e-5
1378	5.23853808043268e-5
1379	9.12418993590236e-5
1380	6.43979865948163e-5
1381	7.34759510358868e-5
1382	6.69712559976674e-5
1383	7.69646960367096e-5
1384	8.73737138143047e-5
1385	7.5394233785584e-5
1386	7.96704684866356e-5
1387	6.03370693452612e-5
1388	7.30332704013414e-5
1389	8.61074062848736e-5
1390	7.37710714589172e-5
1391	6.97071427764741e-5
1392	8.94621425221775e-5
1393	7.49711274648109e-5
1394	6.96318569542724e-5
1395	6.21951234371971e-5
1396	8.34874596722574e-5
1397	7.85637669002719e-5
1398	7.3948745999313e-5
1399	8.09066616871861e-5
1400	8.67910015504642e-5
1401	9.11756478354862e-5
1402	7.61967806502532e-5
1403	8.56858056805445e-5
1404	5.59027344175862e-5
1405	7.72643336090721e-5
1406	8.8037734766123e-5
1407	7.96644456208595e-5
1408	7.91690649107729e-5
1409	8.55322226032532e-5
1410	6.48150700498132e-5
1411	6.78776972969748e-5
1412	7.0405795206505e-5
1413	8.66795785336058e-5
1414	8.14818453688064e-5
1415	6.95400082511865e-5
1416	5.11040161104553e-5
1417	5.12831963672952e-5
1418	5.09158015549513e-5
1419	4.86210896942461e-5
1420	6.81743234364492e-5
1421	8.13162165599629e-5
1422	6.21168261821074e-5
1423	5.95480739285883e-5
1424	4.88921186541719e-5
1425	6.77753085787807e-5
1426	6.60949290272407e-5
1427	6.38303314954161e-5
1428	7.95560340368892e-5
1429	5.01463804520508e-5
1430	7.6654518449239e-5
1431	7.51216991092141e-5
1432	7.62886293533391e-5
1433	7.77973572302595e-5
1434	9.10009847279785e-5
1435	5.7945991632138e-5
1436	5.09429044509439e-5
1437	4.71665676093109e-5
1438	6.69215673550144e-5
1439	7.55688968930917e-5
1440	8.49916703998457e-5
1441	9.79814861625121e-5
1442	9.10988562968406e-5
1443	1.03528545542327e-4
1444	8.5238607896667e-5
1445	8.43216265822513e-5
1446	6.21183318985514e-5
1447	6.46072811805368e-5
1448	9.80025661927285e-5
1449	9.69455532490179e-5
1450	9.94811797407682e-5
1451	1.0434012670566e-4
1452	9.96678885798282e-5
1453	9.13292309127775e-5
1454	8.73601623663084e-5
1455	8.02366178695918e-5
1456	7.57345257019353e-5
1457	7.52270992602964e-5
1458	9.14090338843112e-5
1459	9.30201504794258e-5
1460	1.0302563625002e-4
1461	1.17980411972149e-4
1462	1.10268132345815e-4
1463	1.10927636148302e-4
1464	1.16747230204486e-4
1465	1.19743605928111e-4
1466	1.21517339899181e-4
1467	1.29401271200134e-4
1468	1.14639227182841e-4
1469	1.37854363316931e-4
1470	1.4540101413442e-4
1471	8.13011593955226e-5
1472	1.06112354960286e-4
1473	1.38313606832361e-4
1474	1.34258712448582e-4
1475	9.09934561457583e-5
1476	1.21806437456435e-4
1477	1.53200625314508e-4
1478	1.50196721008663e-4
1479	1.45885854829399e-4
1480	1.377233659863e-4
1481	1.59526140095887e-4
1482	1.55679034581385e-4
1483	1.44241612472516e-4
1484	1.4073329315792e-4
1485	1.51569934405621e-4
1486	1.27386622598018e-4
1487	1.25460811266101e-4
1488	1.06719158687231e-4
1489	9.70208390712195e-5
1490	1.30890424763281e-4
1491	1.37761008897401e-4
1492	1.3774595173296e-4
1493	1.5575582612003e-4
1494	1.50648435941873e-4
1495	1.31057559288569e-4
1496	1.15467371227059e-4
1497	1.35532548560233e-4
1498	1.19449991221524e-4
1499	1.42389581246356e-4
1500	1.27159259414969e-4
1501	1.28985693461581e-4
1502	1.44866484796789e-4
1503	1.31739648837716e-4
1504	1.06655918596582e-4
1505	8.5985443252907e-5
1506	6.67740071434992e-5
1507	7.76573256009645e-5
1508	1.21714588753349e-4
1509	8.45911498257331e-5
1510	1.15980820534474e-4
1511	1.162894924055e-4
1512	1.29423856946794e-4
1513	1.25069324990653e-4
1514	1.00243072261449e-4
1515	1.03591785632976e-4
1516	8.07169414152381e-5
1517	1.07148287873781e-4
1518	1.01793960198802e-4
1519	7.96945599497402e-5
1520	7.31612562990841e-5
1521	7.2738149978311e-5
1522	8.32947279674213e-5
1523	8.57897001151828e-5
1524	6.23833379927011e-5
1525	7.08590158561588e-5
1526	8.91715392484793e-5
1527	7.52135478123001e-5
1528	8.00273232838713e-5
1529	1.10563252768846e-4
1530	1.07124196410676e-4
1531	1.1083729316166e-4
1532	9.35607026828333e-5
1533	5.65351353240797e-5
1534	9.47652758380591e-5
1535	1.01063687723446e-4
1536	9.62288322216585e-5
1537	1.00980873319024e-4
1538	6.06773612616125e-5
1539	7.01091690670307e-5
1540	9.43993867421593e-5
1541	7.2503258213042e-5
1542	1.0701729054315e-4
1543	1.06395429651764e-4
1544	8.65335240385347e-5
1545	1.19069044961184e-4
1546	1.5142387991055e-4
1547	1.45682583109454e-4
1548	1.19775225973435e-4
1549	1.21250828088587e-4
1550	1.48712084594847e-4
1551	1.4314545090126e-4
1552	1.22553272812675e-4
1553	1.09286405224306e-4
1554	1.05642571429748e-4
1555	1.4274944747648e-4
1556	1.26796381751958e-4
1557	9.06772556925115e-5
1558	7.60537375880701e-5
1559	8.11174619893506e-5
1560	1.17617534309137e-4
1561	1.17576879965148e-4
1562	1.46629678752751e-4
1563	1.25492431311426e-4
1564	1.06082240631406e-4
1565	1.38787907512231e-4
1566	1.44196440979195e-4
1567	1.34287321061018e-4
1568	1.21344182508117e-4
1569	1.2010196644179e-4
1570	1.24503175607697e-4
1571	1.48943964927228e-4
1572	1.45998783562701e-4
1573	1.47022670744643e-4
1574	1.1104658774738e-4
1575	8.32450393247682e-5
1576	1.29054956418006e-4
1577	1.3976210605152e-4
1578	1.58500747197501e-4
1579	1.47563222948051e-4
1580	1.50198226725107e-4
1581	1.55358316978806e-4
1582	1.40426127003338e-4
1583	1.31208130932972e-4
1584	1.40403541256677e-4
1585	1.57896954903444e-4
1586	1.46137309475552e-4
1587	1.29905686208884e-4
1588	1.47388559840543e-4
1589	1.37866409048483e-4
1590	1.42281169662386e-4
1591	1.51508200031415e-4
1592	1.38924927708638e-4
1593	1.28354798271531e-4
1594	1.49513125743073e-4
1595	1.36910279106522e-4
1596	1.33448637001692e-4
1597	1.28085275028049e-4
1598	1.39474514210709e-4
1599	1.48338666916727e-4
1600	1.32076929321179e-4
1601	1.37908569108916e-4
1602	1.42419695575237e-4
1603	1.40694144530376e-4
1604	1.29953869135093e-4
1605	1.23693100160807e-4
1606	1.26578052867573e-4
1607	1.33310111088841e-4
1608	1.25248505247493e-4
1609	1.16727655890714e-4
1610	1.45538034330827e-4
1611	1.3416836946194e-4
1612	1.40561641483301e-4
1613	1.23793983162557e-4
1614	1.31968517737209e-4
1615	1.08654004317813e-4
1616	9.45424298043424e-5
1617	1.31143385125879e-4
1618	1.25281631009261e-4
1619	1.16101277849996e-4
1620	1.22351506809174e-4
1621	1.28952567699812e-4
1622	1.03796563069365e-4
1623	1.27841348964116e-4
1624	1.082534837437e-4
1625	1.32203409502478e-4
1626	8.94214881781886e-5
1627	1.05038779135691e-4
1628	1.16069657804672e-4
1629	1.1395563191725e-4
1630	1.11659414340101e-4
1631	1.16015452012687e-4
1632	1.08399538238771e-4
1633	8.22136235606061e-5
1634	6.54760795687434e-5
1635	8.51362191784728e-5
1636	7.18061114994551e-5
1637	6.26076897428619e-5
1638	7.49997360772475e-5
1639	7.45209182480452e-5
1640	7.46609498773402e-5
1641	6.3033807496523e-5
1642	8.26578099115956e-5
1643	7.43567951556457e-5
1645	2.68386427566532e-4
1646	2.80216841667294e-4
1647	2.31418077432652e-4
1648	2.56271433057849e-4
1649	2.84848425449137e-4
1650	3.34666559716389e-4
1651	2.92319790444425e-4
1652	2.03404222991432e-4
1653	5.04610751888536e-5
1654	1.74041246616358e-4
1655	2.91202548842953e-4
1656	3.45311974975697e-4
1657	3.52221707737361e-4
1658	3.72833460139719e-4
1659	4.03173646486969e-4
1660	3.95258095140692e-4
1661	4.0693793759705e-4
1662	3.71178677767728e-4
1663	2.96677333833455e-4
1664	4.55762299011241e-4
1665	4.44847360508451e-4
1666	4.7907078956486e-4
1667	4.75622698908026e-4
1668	3.95926633241842e-4
1669	2.50950231144639e-4
1670	4.15862318960829e-4
1671	4.19165860839036e-4
1672	4.66595928826053e-4
1673	5.51068127052707e-4
1674	4.37428695588704e-4
1675	2.14439618809744e-4
1676	4.58874614901055e-4
1677	5.54608066412627e-4
1678	5.79490030650261e-4
1679	4.98462911647552e-4
1680	4.74890920716227e-4
1681	5.73527393531893e-4
1682	5.12389283038406e-4
1683	2.7258285929605e-4
1684	2.23513066101483e-4
1685	2.4673121366846e-4
1686	6.1715251606484e-4
1687	5.90593183708554e-4
1688	5.05071501120409e-4
1689	6.44524935300902e-4
1690	5.08500017463471e-4
1691	6.32212691938051e-4
1692	6.19149096069627e-4
1693	6.73395542398777e-4
1694	5.35104521313077e-4
1695	2.01975298086045e-4
1696	3.22518439445937e-4
1697	5.45932128262113e-4
1698	6.10923367135878e-4
1699	4.12778611683451e-4
1700	9.9612177071399e-5
1701	6.20837004203387e-4
1702	6.44184643384551e-4
1703	5.81331521861312e-4
1704	5.46502794794401e-4
1705	5.43602784923195e-4
1706	4.38499259980411e-4
1707	6.38848384306901e-4
1708	6.82345520942105e-4
1709	7.59776989076465e-4
1710	6.30738595539343e-4
1711	7.10990270573375e-4
1712	7.23307031085559e-4
1713	6.2201447446262e-4
1714	4.77396432879096e-4
1715	6.98997239096658e-4
1716	6.46524526738577e-4
1717	2.98356207668551e-4
1718	4.09160375068442e-4
1719	6.96532381277777e-4
1720	7.94938479477506e-4
1721	7.84085275348922e-4
1722	7.38581018693822e-4
1723	7.14113126478298e-4
1724	8.19356683050378e-4
1725	7.83662169028149e-4
1726	8.06783950742708e-4
1727	7.56241566865877e-4
1728	7.39186316704323e-4
1729	6.72615581280769e-4
1730	6.95309739525223e-4
1731	7.1449858988797e-4
1732	6.87252650833206e-4
1733	4.61289784077283e-4
1734	2.93367769089472e-4
1735	7.13798431741495e-4
1736	6.9546934546829e-4
1737	6.53443293798906e-4
1738	5.47418270392373e-4
1739	5.72679675173903e-4
1740	6.16197891839323e-4
1741	5.88829989752593e-4
1742	5.18430217411864e-4
1743	5.65800056741119e-4
1744	6.11140190303819e-4
1745	5.73325627528392e-4
1746	4.80069079567254e-4
1747	5.23006089685278e-4
1748	4.40781926109564e-4
1749	6.01435847822031e-4
1750	4.25527512815073e-4
1751	4.49877959147962e-4
1752	6.53890491582783e-4
1753	6.23673773983944e-4
1754	6.85540651236342e-4
1755	6.85627982790095e-4
1756	4.87231772691515e-4
1757	6.66031083271015e-4
1758	7.66558735940386e-4
1759	7.20068235014446e-4
1760	6.18229103322323e-4
1761	6.29080801734463e-4
1762	7.41030819348263e-4
1763	7.46017752210898e-4
1764	8.0296093669131e-4
1765	7.3855391579783e-4
1766	7.40524898623068e-4
1767	5.69504119193438e-4
1768	7.02237540884215e-4
1769	7.74734776231481e-4
1770	6.13305410550337e-4
1771	6.33420276526164e-4
1772	4.47253495386014e-4
1773	6.87421291074938e-4
1774	7.37225873894193e-4
1775	6.77513676873205e-4
1776	7.17993357754569e-4
1777	7.82936413702125e-4
