Wavenumber (cm^-1)	Intensity profile for Laser = Block Engineering LaserTune LT-OEM [Q0252] - Block Engineering LaserTune LT-OEM [Q0252]: PiF (V)
1802	7.8456258746168e-4
1803	7.5693720786302e-4
1804	7.61120088144541e-4
1805	7.02988893389788e-4
1806	7.08847636073517e-4
1807	7.42693130302474e-4
1808	6.96658861459076e-4
1809	6.68896461664009e-4
1810	6.28746532683888e-4
1811	6.62290883624039e-4
1812	7.32991799253575e-4
1813	6.71584165516606e-4
1814	6.97715874402787e-4
1815	7.10250963799355e-4
1816	6.61486831042926e-4
1817	7.18193618041625e-4
1818	6.67839448720298e-4
1819	6.95043227714629e-4
1820	6.8184712879913e-4
1821	6.38634572571848e-4
1822	6.55352542249938e-4
1823	6.56155089114608e-4
1824	5.16379431615092e-4
1825	6.73726800016464e-4
1826	6.35799308507735e-4
1827	5.9362720234328e-4
1828	4.89671033330847e-4
1829	5.79892056940817e-4
1830	5.96604003753131e-4
1831	6.19938091486299e-4
1832	6.14257023342966e-4
1833	6.0168579675174e-4
1834	6.1044605502312e-4
1835	5.73816491089147e-4
1836	5.35026224057988e-4
1837	5.78610692246946e-4
1838	5.52098037100425e-4
1839	5.41008435490128e-4
1840	5.2140852453816e-4
1841	5.32243660069416e-4
1842	3.89357192396529e-4
1843	4.76499025878453e-4
1844	4.86435248692622e-4
1845	4.69468835801266e-4
1846	4.59290192639608e-4
1847	4.82627291805664e-4
1848	4.689809836734e-4
1849	4.74318748467494e-4
1850	4.45854684809508e-4
1851	4.32571254340255e-4
1852	4.02411753966289e-4
1853	4.00782568773846e-4
1854	3.80127150594611e-4
1855	3.71908950243083e-4
1857	3.61531552510813e-4
1858	3.67138840548389e-4
1859	3.34100410333433e-4
1860	3.6448426245756e-4
1861	3.24855311367075e-4
1862	3.62767745711363e-4
1863	3.49053680339117e-4
1864	3.5160135256242e-4
1865	3.42018973112599e-4
1866	3.33912195777929e-4
1867	3.17554092329962e-4
1868	3.00950557101618e-4
1869	3.23985007262424e-4
1870	3.46939654451696e-4
1871	3.72728059988637e-4
1872	3.89567992698694e-4
1873	3.9172116721366e-4
1874	3.89736632940425e-4
1875	3.94402848200481e-4
1876	4.20898940466117e-4
1877	3.9545534399486e-4
1878	4.0411471926449e-4
1879	4.146712972536e-4
1880	3.65053423273404e-4
1881	3.7080224865672e-4
1882	3.82375185245552e-4
1883	3.74912854548928e-4
1884	3.84020933318879e-4
1885	3.81489823976461e-4
1886	3.89230712215231e-4
1887	3.68459353869805e-4
1888	3.18431925016833e-4
1889	3.28592499581163e-4
1890	3.69305566511351e-4
1891	3.41942181573953e-4
1892	3.86175613550289e-4
1893	3.28953871527731e-4
1894	3.08337601976041e-4
1895	3.04142675962967e-4
1896	3.17451703611768e-4
1897	3.18882134233599e-4
1898	3.34312716352041e-4
1899	3.4719110909785e-4
1900	3.25846072787248e-4
1901	3.37101303206389e-4
1902	3.21428300740457e-4
1903	2.97148623080437e-4
1904	3.13029414415645e-4
1905	2.74440913387986e-4
1906	2.80240933130399e-4
1907	2.95557080799095e-4
1908	2.73546517820231e-4
1909	2.43287640160958e-4
1910	2.7034235322733e-4
1911	2.45192371462659e-4
1912	2.20435381689881e-4
1914	2.6152939488041e-4
1915	2.12554461821816e-4
1916	1.93308394234195e-4
1917	1.89617883229872e-4
1918	2.31303642982906e-4
1919	2.25688826363109e-4
1920	2.01534123167944e-4
1921	1.93495103073255e-4
1922	1.94378958625902e-4
1923	1.97226268421567e-4
1924	2.15710443488507e-4
1925	2.02600170410318e-4
1926	1.89732317679619e-4
1927	1.71951312192042e-4
1928	1.56821873362405e-4
1929	1.49821797614099e-4
1931	1.55391442740575e-4
1932	1.35309702526516e-4
1933	1.27225510938507e-4
1934	1.43919389153493e-4
1935	1.35646983009979e-4
1936	1.14476609806886e-4
1937	1.1428387810205e-4
1938	1.03028647682908e-4
1939	1.0580368308926e-4
1940	1.12882056092655e-4
1941	9.41720235591104e-5
1942	1.017186743766e-4
1943	9.33649595451091e-5
1944	9.69139332036932e-5
1945	8.11566106168955e-5
1946	9.36149084748185e-5
1947	9.46463242389806e-5
1948	6.73567194073397e-5
1949	7.89477245935001e-5
1950	6.7042024670537e-5
1951	6.9097327616641e-5
1952	7.17007113483728e-5
1953	5.94336394788419e-5
1954	6.16952255777783e-5
1955	5.33640964929478e-5
1956	6.35833939985948e-5
1957	5.76147340144509e-5
1958	4.56984940763795e-5
1959	5.43428121815688e-5
1960	4.8426852272966e-5
1961	3.77061511914562e-5
1962	4.7726694126491e-5
1963	4.00219430823778e-5
1964	2.62235575892661e-5
1965	3.45938353016415e-5
1966	3.35774767019197e-5
1967	2.40628544920797e-5
1968	1.89072813877132e-5
1969	3.65889095899842e-5
1970	2.58832656729148e-5
1971	1.22505089886466e-5
1972	1.85188065451529e-5
1973	1.35363908318501e-5
